id;geom
653;LINESTRING(-8.610759 41.145633,-8.610768 41.145804,-8.610597 41.146047,-8.610102 41.146416,-8.609067 41.146848,-8.608743 41.147217,-8.608518 41.147163,-8.608581 41.147361,-8.609247 41.147532,-8.610120 41.147766,-8.610201 41.147811,-8.611515 41.147973,-8.620830 41.147487,-8.621811 41.147541,-8.623161 41.147946,-8.624979 41.148558,-8.625699 41.149602,-8.625915 41.151195,-8.626005 41.151942,-8.626329 41.153094,-8.626680 41.154066,-8.626869 41.154651,-8.627742 41.155992,-8.628516 41.156883,-8.628579 41.156847,-8.628651 41.156883,-8.628075 41.157720,-8.628057 41.157720,-8.628030 41.157855,-8.628327 41.158548,-8.629785 41.158800,-8.630262 41.158359,-8.630253 41.158368)
654;LINESTRING(-8.638515 41.170869,-8.638371 41.170797,-8.637480 41.169834,-8.636535 41.169051,-8.636373 41.168952,-8.636355 41.168952,-8.636031 41.168745,-8.634897 41.167845,-8.634150 41.167062,-8.632989 41.166495,-8.632215 41.165316,-8.632071 41.165064,-8.631900 41.164749,-8.631891 41.164695,-8.632134 41.164335,-8.633430 41.163723,-8.633529 41.163183,-8.632836 41.162292,-8.632710 41.162175,-8.632323 41.161734,-8.630892 41.159961,-8.630271 41.158962,-8.630352 41.158872,-8.630379 41.158827,-8.630334 41.158206,-8.629938 41.157171,-8.628678 41.156775,-8.627796 41.155875,-8.627220 41.155218,-8.626779 41.154156,-8.626608 41.153607,-8.626500 41.153553,-8.626410 41.153508,-8.626374 41.153490,-8.626356 41.153481,-8.626365 41.153265,-8.626446 41.153130,-8.626491 41.153139,-8.626482 41.153130,-8.626464 41.153103,-8.626473 41.153112,-8.626455 41.153103,-8.626401 41.153013,-8.626257 41.152572,-8.626176 41.152392,-8.626077 41.151969,-8.625987 41.151699,-8.625771 41.151159,-8.625753 41.150997,-8.625726 41.150115,-8.625393 41.148810,-8.625546 41.148846,-8.625582 41.148846,-8.624601 41.148315,-8.623539 41.147919,-8.623071 41.147910,-8.622612 41.147748,-8.621478 41.147487,-8.620992 41.147406,-8.620866 41.147352,-8.620533 41.147127,-8.620371 41.146479,-8.620146 41.146137,-8.618580 41.146263,-8.617635 41.146344,-8.617626 41.146299)
655;LINESTRING(-8.634042 41.171904,-8.634042 41.171913,-8.634060 41.171913,-8.634069 41.171904,-8.634087 41.171904,-8.634078 41.171904,-8.634042 41.171886,-8.634276 41.171751,-8.636364 41.171148,-8.638056 41.170563,-8.637219 41.169546,-8.636904 41.169249,-8.636229 41.168799,-8.637750 41.167989,-8.638668 41.166081,-8.640126 41.166036,-8.640261 41.165946,-8.641242 41.166585,-8.641539 41.166828,-8.642601 41.167872,-8.642151 41.167377,-8.644806 41.165649,-8.648604 41.163633,-8.649072 41.160492,-8.646561 41.157360,-8.645148 41.154516,-8.643159 41.151978,-8.641008 41.149836,-8.640351 41.147208,-8.639775 41.144832,-8.640540 41.143131,-8.642115 41.141304,-8.641269 41.139342,-8.639100 41.138919,-8.636247 41.138829,-8.634402 41.139585,-8.633763 41.138352,-8.634393 41.137713,-8.634609 41.137803)
656;LINESTRING(-8.628129 41.157360,-8.627598 41.157684,-8.625852 41.157369,-8.625168 41.157216,-8.625006 41.156469,-8.625249 41.155605,-8.623818 41.155596,-8.621991 41.155956,-8.620884 41.155209,-8.621028 41.153346,-8.620992 41.152185,-8.621874 41.151294,-8.622405 41.151060,-8.622927 41.150772,-8.623098 41.150547,-8.623107 41.150574,-8.623071 41.150349,-8.623017 41.149998,-8.622864 41.149413,-8.622792 41.148738,-8.622711 41.148360,-8.622090 41.147604,-8.620560 41.147316,-8.620398 41.147163,-8.620380 41.147172)
657;LINESTRING(-8.607456 41.145417,-8.607438 41.145408,-8.607429 41.145426,-8.607429 41.145435,-8.607078 41.145876,-8.606997 41.146704,-8.606871 41.146803,-8.606907 41.146812,-8.606826 41.147019,-8.607870 41.147307,-8.608518 41.147379,-8.609733 41.147658,-8.610525 41.147874,-8.610705 41.147829,-8.611722 41.147910,-8.621163 41.147487,-8.622315 41.147703,-8.622270 41.147703,-8.623197 41.147946,-8.624385 41.148396,-8.625501 41.149341,-8.625870 41.151051,-8.626185 41.152725,-8.626590 41.153967,-8.626851 41.154849,-8.627400 41.155641,-8.627859 41.156208,-8.628192 41.156568,-8.628471 41.156874,-8.628516 41.156829,-8.628543 41.156820,-8.628561 41.156838,-8.628507 41.157216,-8.628174 41.157450,-8.627985 41.157720,-8.628066 41.158242,-8.628876 41.158935,-8.628552 41.160024,-8.606781 41.145606,-8.606304 41.145876,-8.628435 41.160420,-8.628309 41.160825,-8.627922 41.162040,-8.627535 41.163273,-8.627499 41.163327,-8.627499 41.163309,-8.627490 41.163318,-8.627481 41.163318,-8.627301 41.164011,-8.627751 41.164794,-8.630001 41.165091,-8.631810 41.164614,-8.633646 41.163714,-8.635626 41.164038,-8.635725 41.164146,-8.635743 41.164155,-8.636148 41.164317,-8.638317 41.164722,-8.640801 41.166108,-8.643321 41.168169,-8.646003 41.170455,-8.648811 41.172723,-8.651367 41.174838,-8.653077 41.176278,-8.654850 41.177709,-8.655066 41.178060,-8.656281 41.177853,-8.658243 41.177430,-8.660655 41.177142,-8.662563 41.177709,-8.664489 41.179248,-8.667099 41.178924,-8.668359 41.176899,-8.670753 41.175999,-8.671842 41.174649,-8.672868 41.174037,-8.673579 41.173524,-8.674452 41.172858,-8.676243 41.171958,-8.678718 41.171598,-8.680806 41.172291,-8.682777 41.173272,-8.684838 41.173767,-8.687475 41.173605,-8.689077 41.173704,-8.689185 41.173281,-8.689149 41.173254,-8.688582 41.172948,-8.686746 41.173407,-8.685153 41.173497,-8.684991 41.173452,-8.684964 41.173461)
658;LINESTRING(-8.604180 41.161113,-8.604009 41.161446,-8.603685 41.162166,-8.602524 41.163057,-8.601696 41.163687,-8.600787 41.164380,-8.600247 41.164821,-8.599401 41.165271,-8.598915 41.165487,-8.598897 41.165460,-8.598474 41.165415,-8.596584 41.165163,-8.593389 41.164722,-8.591184 41.164425,-8.590077 41.164092,-8.589987 41.164056,-8.590014 41.164065,-8.590005 41.164065,-8.589924 41.164029,-8.588151 41.163507,-8.586027 41.162814,-8.585919 41.163192,-8.585901 41.163633,-8.585199 41.164830,-8.584101 41.164731,-8.582328 41.165361,-8.581284 41.165883,-8.580915 41.165928,-8.579511 41.165433,-8.578683 41.165784,-8.577918 41.165865,-8.577270 41.165298,-8.575983 41.163453,-8.574327 41.161185,-8.572554 41.159646,-8.572131 41.158206,-8.571942 41.156190,-8.571807 41.156145,-8.571690 41.156100,-8.569935 41.155902,-8.568909 41.155776)
659;LINESTRING(-8.585640 41.148522,-8.585703 41.148756,-8.585991 41.148972,-8.586612 41.148972,-8.587512 41.149215,-8.588790 41.149593,-8.590455 41.150007,-8.591841 41.150412,-8.592795 41.150619,-8.592858 41.150583,-8.592858 41.150574,-8.593209 41.150691,-8.593470 41.150790,-8.593452 41.150799,-8.593434 41.150799,-8.593434 41.150808,-8.593443 41.150808,-8.593659 41.150943,-8.594379 41.151438,-8.594757 41.152653,-8.594838 41.152860,-8.594955 41.153211,-8.595414 41.154552,-8.596071 41.153904,-8.597448 41.153670,-8.598762 41.153481,-8.599446 41.153445,-8.599446 41.153454,-8.599446 41.153436,-8.599653 41.153310,-8.599851 41.152500)
660;LINESTRING(-8.601777 41.169897,-8.602155 41.169915,-8.603343 41.169942,-8.604990 41.169879,-8.606304 41.170230,-8.607366 41.170212,-8.608734 41.169960,-8.610021 41.171040,-8.610912 41.171670,-8.611137 41.172273,-8.611119 41.172651,-8.612541 41.172768,-8.612658 41.172768,-8.612694 41.172732,-8.612721 41.172660,-8.612748 41.172561,-8.613081 41.173074,-8.613324 41.174568,-8.613702 41.174730,-8.616195 41.174262,-8.619309 41.173857,-8.622288 41.174541,-8.622288 41.177754,-8.622135 41.181120,-8.621352 41.180895,-8.624448 41.180067,-8.627769 41.179770,-8.629578 41.179599,-8.632431 41.179329,-8.634717 41.180481,-8.637129 41.181822,-8.639982 41.183406,-8.642061 41.184405,-8.643951 41.183847,-8.645067 41.183298,-8.645139 41.183271,-8.645823 41.182947,-8.647758 41.181939,-8.648316 41.181606,-8.648415 41.181543,-8.649612 41.180850,-8.650701 41.181255,-8.650746 41.181363)
661;LINESTRING(-8.609661 41.160330,-8.609661 41.160348,-8.609841 41.160402,-8.609931 41.159097,-8.609931 41.157477,-8.609922 41.157306,-8.609976 41.155884,-8.610012 41.155011,-8.609985 41.153715,-8.610084 41.152149,-8.610723 41.151312,-8.611497 41.150439,-8.613009 41.150079,-8.613945 41.149953,-8.614125 41.149413,-8.614350 41.148567,-8.614287 41.148522,-8.614233 41.148504,-8.614260 41.148396,-8.614584 41.147586,-8.614827 41.147352,-8.615664 41.147289,-8.616654 41.147226,-8.617887 41.147109,-8.617824 41.146749,-8.617833 41.146722,-8.617815 41.146686,-8.617536 41.145633,-8.617464 41.145318,-8.617446 41.145318,-8.617473 41.145318,-8.617446 41.145318,-8.617455 41.145318,-8.617374 41.145129)
662;LINESTRING(-8.585523 41.164074,-8.584533 41.164677,-8.583192 41.164893)
663;LINESTRING(-8.632854 41.166396,-8.632845 41.166378,-8.632233 41.165307,-8.632116 41.165100,-8.632053 41.164983,-8.632791 41.164146,-8.634978 41.163867,-8.635482 41.164038,-8.636625 41.164425,-8.638578 41.164794,-8.639685 41.165460,-8.640666 41.166657,-8.640432 41.167944,-8.639289 41.169132,-8.637030 41.170608,-8.633961 41.171490,-8.630694 41.172165,-8.627211 41.172777,-8.623854 41.172588,-8.621955 41.172777,-8.622387 41.175288,-8.622144 41.178240,-8.621262 41.179428,-8.620209 41.178933,-8.619435 41.178546,-8.619444 41.178609,-8.619453 41.178645,-8.619462 41.178654,-8.619480 41.178663,-8.619480 41.178654)
664;LINESTRING(-8.630649 41.154984,-8.631837 41.154030,-8.632539 41.152806,-8.634141 41.152545,-8.637300 41.152797,-8.640846 41.153643,-8.644005 41.154552,-8.647488 41.154282,-8.648100 41.155083,-8.648163 41.156622,-8.648082 41.156658,-8.648082 41.156676,-8.648073 41.156703,-8.648082 41.156694)
665;LINESTRING(-8.649396 41.154192,-8.649567 41.154192,-8.650278 41.154111,-8.650224 41.154057,-8.649972 41.153787,-8.648550 41.154066,-8.648577 41.154030,-8.648559 41.154075,-8.646669 41.154174,-8.643996 41.154354,-8.641323 41.153679,-8.638812 41.153085,-8.636733 41.152590,-8.634564 41.152356,-8.633691 41.152572,-8.632692 41.152653,-8.632665 41.152653,-8.632629 41.152644,-8.632647 41.152653,-8.631675 41.152608,-8.630280 41.152554,-8.628273 41.152437,-8.626761 41.152464,-8.626743 41.152464,-8.626176 41.152428,-8.625960 41.151780,-8.625852 41.151411,-8.625888 41.151285,-8.625996 41.150889,-8.625951 41.150727,-8.625861 41.150376,-8.625546 41.148918,-8.625456 41.148639,-8.623341 41.147919,-8.623035 41.147865,-8.622693 41.147793,-8.622207 41.147514,-8.622621 41.147037,-8.622846 41.146677)
666;LINESTRING(-8.631099 41.146335,-8.631306 41.146335,-8.631297 41.146335,-8.630964 41.146344,-8.629668 41.146398,-8.628615 41.145489,-8.627112 41.145282,-8.624970 41.145489,-8.622621 41.145687,-8.621748 41.145804,-8.621757 41.145813,-8.621757 41.145795,-8.621397 41.145858,-8.620965 41.145930,-8.620965 41.145966,-8.620965 41.145975,-8.620956 41.145984,-8.620686 41.146002,-8.619066 41.146182,-8.618004 41.146335,-8.617770 41.146335,-8.617419 41.145417,-8.616564 41.144994,-8.615043 41.145678,-8.614053 41.146164,-8.614008 41.146470,-8.613918 41.147181,-8.613711 41.147586,-8.613315 41.147559)
667;LINESTRING(-8.621037 41.161068,-8.621343 41.160474,-8.623143 41.160267,-8.624592 41.160168,-8.624727 41.161869,-8.626707 41.162202,-8.627769 41.162409,-8.627580 41.163057,-8.627499 41.163327,-8.627517 41.163318,-8.627562 41.163318,-8.627436 41.163669,-8.627742 41.164839,-8.630757 41.165082,-8.631522 41.164731,-8.631477 41.164731,-8.631486 41.164740,-8.631819 41.164596,-8.634033 41.163651,-8.636517 41.164353,-8.639505 41.165037,-8.642277 41.167305,-8.645499 41.169933,-8.648982 41.172768,-8.652861 41.175918,-8.656749 41.179086,-8.660097 41.181804,-8.663499 41.184576,-8.666316 41.186862,-8.669961 41.188842,-8.674596 41.189544,-8.678160 41.190903,-8.680977 41.193576,-8.683659 41.196204,-8.686008 41.198517,-8.688294 41.200776,-8.687385 41.202612,-8.687565 41.204808,-8.689050 41.206527,-8.689572 41.208462,-8.689554 41.208525,-8.689590 41.209893,-8.689518 41.211360)
668;LINESTRING(-8.627373 41.170860,-8.627427 41.170869,-8.627481 41.170833,-8.627499 41.170968,-8.627409 41.170797,-8.627121 41.169996,-8.627094 41.169789,-8.625915 41.169906,-8.625852 41.170491,-8.626266 41.172282,-8.627067 41.174037,-8.627778 41.175657,-8.628498 41.177214,-8.629290 41.178753,-8.629416 41.179059,-8.629461 41.179140,-8.629002 41.179437,-8.628903 41.179455,-8.628696 41.179482,-8.628651 41.179482,-8.627112 41.179671,-8.624529 41.179959,-8.621910 41.180517,-8.620245 41.181156,-8.619669 41.181453,-8.619417 41.181588,-8.618787 41.181957,-8.617887 41.182452,-8.615610 41.182929,-8.613882 41.183118,-8.613864 41.183109,-8.613882 41.183118,-8.613243 41.183181,-8.611830 41.183559,-8.609895 41.184315,-8.609832 41.184324,-8.609814 41.184333,-8.608455 41.184612,-8.606124 41.184369,-8.604243 41.183910,-8.602632 41.183442,-8.602029 41.183298,-8.601435 41.183154)
669;LINESTRING(-8.606484 41.144625,-8.606574 41.144661,-8.607330 41.145309,-8.607096 41.146164,-8.606916 41.146605,-8.606835 41.146560,-8.606853 41.146578,-8.606979 41.147028,-8.607915 41.147271,-8.608059 41.147307,-8.608509 41.147379,-8.608824 41.147469,-8.609823 41.147676,-8.610327 41.147739,-8.610381 41.147712,-8.611731 41.147928,-8.613279 41.148324,-8.614413 41.147865,-8.614764 41.147424,-8.614899 41.147289,-8.616357 41.147145,-8.617788 41.147163)
670;LINESTRING(-8.627733 41.175468,-8.627787 41.175477,-8.627697 41.175225,-8.627355 41.174262,-8.626473 41.172633,-8.626041 41.171067,-8.625879 41.170266,-8.625861 41.170230,-8.625789 41.169798,-8.625654 41.169222,-8.625636 41.169213,-8.625555 41.169177,-8.624610 41.169294,-8.623782 41.169339,-8.623710 41.168997,-8.622918 41.169123,-8.622081 41.169042,-8.622378 41.167980,-8.622783 41.167764,-8.623053 41.167746,-8.622999 41.167548,-8.622540 41.167503,-8.620992 41.167512,-8.620272 41.167332,-8.620416 41.165676,-8.620470 41.164938,-8.620542 41.164938,-8.620560 41.164938,-8.620596 41.164947,-8.620560 41.164173,-8.620659 41.164164,-8.620695 41.164173,-8.620731 41.164182,-8.620749 41.164182,-8.620785 41.164101,-8.620848 41.162931,-8.620830 41.162913,-8.620794 41.162895,-8.620731 41.162832,-8.619192 41.162571,-8.617275 41.162436,-8.616717 41.162364,-8.616708 41.162418,-8.615664 41.162229,-8.613243 41.161914,-8.610912 41.161644,-8.609688 41.161104,-8.609832 41.159331,-8.609931 41.157783,-8.609895 41.156595,-8.609904 41.155011,-8.609832 41.153481,-8.609967 41.152167,-8.609922 41.152095,-8.609913 41.152068,-8.610066 41.152122,-8.610192 41.152167,-8.610093 41.152140,-8.609994 41.152113)
671;LINESTRING(-8.585289 41.175558,-8.585298 41.175558,-8.585397 41.175405,-8.585811 41.174730,-8.586423 41.174874,-8.586837 41.173776,-8.587737 41.172219,-8.588385 41.171031,-8.589420 41.169681,-8.590698 41.168934,-8.592003 41.169834,-8.592516 41.170176,-8.593740 41.170833,-8.594928 41.171076,-8.595819 41.170086,-8.596584 41.169645,-8.597727 41.169708,-8.600103 41.169816,-8.601795 41.169897,-8.601840 41.169906,-8.603100 41.169969,-8.604711 41.169996,-8.605818 41.169699,-8.606538 41.170464,-8.607735 41.170041,-8.608914 41.170023,-8.610048 41.171085,-8.611092 41.171778,-8.611110 41.172615,-8.612568 41.172777,-8.612631 41.172822,-8.612631 41.172813,-8.612649 41.172768,-8.612658 41.172741,-8.612739 41.172507,-8.612730 41.172066,-8.612766 41.172048,-8.613081 41.171859,-8.615538 41.171832,-8.618067 41.171760,-8.620056 41.170896,-8.621748 41.169582,-8.623107 41.169177,-8.623836 41.168952,-8.623917 41.168907,-8.623980 41.168889,-8.624223 41.168826,-8.624961 41.168610,-8.625213 41.168529,-8.625231 41.168556,-8.625240 41.168547,-8.625231 41.168538,-8.625591 41.168763,-8.625582 41.169042,-8.625600 41.169141,-8.625798 41.169879,-8.627472 41.169717,-8.629686 41.170068,-8.629965 41.170050,-8.629974 41.170050,-8.630073 41.170005,-8.630127 41.169834,-8.629596 41.170014,-8.628012 41.169654,-8.627040 41.169501,-8.626707 41.168052,-8.626509 41.167332,-8.626518 41.167350,-8.626509 41.167287,-8.626698 41.166900,-8.626914 41.166882,-8.626914 41.166900)
672;LINESTRING(-8.585640 41.148621,-8.585685 41.148693,-8.586063 41.148990,-8.587260 41.149152,-8.589213 41.149665,-8.591337 41.150277,-8.593029 41.150736,-8.593182 41.150763,-8.593830 41.150952,-8.594118 41.150889,-8.594865 41.150520,-8.596449 41.149638,-8.597988 41.148603,-8.599086 41.148414,-8.600319 41.148666,-8.601318 41.148909,-8.602587 41.149206,-8.604522 41.149665,-8.606331 41.149989,-8.606889 41.150052,-8.606934 41.150556,-8.606736 41.151267,-8.606160 41.151969,-8.606079 41.152050,-8.606034 41.152176,-8.605989 41.152320,-8.605998 41.152293,-8.605980 41.152257,-8.605962 41.152293,-8.605611 41.152761,-8.605377 41.153220,-8.605341 41.153283,-8.605323 41.153337,-8.605854 41.153463,-8.607240 41.153517,-8.607753 41.153562,-8.609526 41.153589,-8.611551 41.153625,-8.612109 41.154363,-8.613162 41.155164,-8.614674 41.155614,-8.616582 41.155893,-8.618472 41.156199,-8.619183 41.156334,-8.619192 41.156307,-8.619174 41.156298,-8.619516 41.156307,-8.620524 41.156451,-8.621541 41.156685,-8.623314 41.156946,-8.623782 41.157018,-8.623791 41.156991,-8.623782 41.156982,-8.624142 41.157090,-8.625348 41.157351,-8.625330 41.157360)
673;LINESTRING(-8.637237 41.169483,-8.637237 41.169492,-8.637219 41.169474,-8.636526 41.169006,-8.636472 41.168943,-8.635689 41.168502,-8.634789 41.167593,-8.634753 41.167332,-8.633961 41.167026,-8.632926 41.166531,-8.632278 41.165469,-8.631900 41.164848,-8.631864 41.164821,-8.632512 41.164164,-8.633592 41.163354,-8.633241 41.162868,-8.632179 41.161536,-8.630829 41.159862,-8.630010 41.158800,-8.630181 41.158332,-8.630154 41.157351,-8.629668 41.156991,-8.628381 41.156748,-8.627355 41.155497,-8.626932 41.154840,-8.626905 41.154849,-8.626599 41.153760,-8.626338 41.153004,-8.626329 41.153022,-8.626329 41.153040,-8.626338 41.153040,-8.626113 41.152275,-8.625933 41.150835,-8.625555 41.149062,-8.625465 41.148648,-8.623836 41.148054,-8.622990 41.147838,-8.622648 41.147748,-8.620884 41.147379,-8.620353 41.147100,-8.620191 41.146281,-8.618706 41.146227,-8.617698 41.146695,-8.617743 41.146902,-8.617761 41.146911,-8.617878 41.147262,-8.617824 41.147253,-8.617815 41.147253,-8.617806 41.147253,-8.617806 41.147244,-8.617824 41.147235)
674;LINESTRING(-8.564481 41.151564,-8.564265 41.151762,-8.563320 41.152491,-8.562258 41.153319,-8.560971 41.154039,-8.559774 41.155065,-8.558685 41.156685,-8.557002 41.158440,-8.554437 41.159745,-8.551656 41.160474,-8.549838 41.160744,-8.550405 41.161824,-8.550711 41.162571,-8.551035 41.163804,-8.550729 41.164785,-8.549280 41.165964,-8.548605 41.167098,-8.548281 41.167476,-8.547543 41.168367,-8.546940 41.168493,-8.546940 41.169159,-8.546940 41.170806,-8.546976 41.171715)
675;LINESTRING(-8.630928 41.159925,-8.630991 41.159880,-8.630730 41.159808,-8.630721 41.159799,-8.630649 41.159673,-8.630640 41.159646,-8.630397 41.159385,-8.630424 41.159367,-8.630289 41.159241,-8.654724 41.173569,-8.654715 41.173587,-8.630181 41.159052,-8.630055 41.158953,-8.630010 41.158899,-8.629857 41.158728,-8.630262 41.158062,-8.630028 41.157261,-8.629767 41.157072,-8.628984 41.156964,-8.628867 41.156946,-8.628237 41.157216,-8.627418 41.157576,-8.625447 41.157288,-8.625051 41.157189,-8.624961 41.157162,-8.625177 41.156181,-8.624520 41.155551,-8.623287 41.155776,-8.623134 41.155785,-8.621460 41.155974,-8.619696 41.155380,-8.618499 41.155173,-8.616114 41.154741,-8.613612 41.154237,-8.612568 41.153625,-8.610462 41.153508,-8.608104 41.153427,-8.607735 41.153427,-8.606655 41.153400,-8.606124 41.152401,-8.606304 41.152293,-8.607087 41.151834,-8.607294 41.151168,-8.607465 41.150601,-8.607483 41.150475,-8.607465 41.150421)
676;LINESTRING(-8.599239 41.149143,-8.599158 41.149116,-8.598717 41.148603,-8.598672 41.148531,-8.598762 41.148378,-8.600157 41.148612,-8.601399 41.148909,-8.602110 41.149512,-8.602236 41.150916,-8.602245 41.150889,-8.602254 41.151033,-8.602398 41.152563,-8.602542 41.154705,-8.602164 41.156649,-8.601984 41.157180,-8.601390 41.158530,-8.601147 41.159259,-8.600994 41.159646,-8.600382 41.161104,-8.600310 41.161185,-8.600265 41.161158,-8.600301 41.161320,-8.602011 41.161599,-8.603505 41.161914,-8.605035 41.162004,-8.606754 41.162229,-8.607492 41.162337,-8.608410 41.162481,-8.608599 41.162418,-8.608617 41.162436,-8.608671 41.162436,-8.609634 41.162580,-8.610930 41.162724,-8.611011 41.163849,-8.611083 41.165469,-8.611254 41.165784,-8.611353 41.165946,-8.611362 41.165937,-8.611524 41.166324,-8.611623 41.166459,-8.611776 41.166882,-8.611776 41.166873,-8.611758 41.167026,-8.612379 41.168322,-8.612784 41.169366,-8.612775 41.169411,-8.612784 41.169402)
677;LINESTRING(-8.623476 41.166585,-8.623539 41.166306,-8.623755 41.165631,-8.624070 41.164614,-8.624610 41.165136,-8.624862 41.165568,-8.624718 41.164929,-8.624817 41.164794,-8.624808 41.163408,-8.624763 41.163588,-8.624754 41.163327,-8.625681 41.161968,-8.627535 41.162346,-8.627670 41.162652,-8.627463 41.162652,-8.627445 41.162679,-8.627463 41.162679,-8.627445 41.162688,-8.627427 41.162661,-8.627418 41.162679,-8.627409 41.162670,-8.627409 41.162679)
678;LINESTRING(-8.631036 41.178177,-8.631216 41.178105,-8.630667 41.178195,-8.629713 41.177664,-8.629380 41.177862,-8.629353 41.177898,-8.629263 41.177934,-8.629074 41.178060,-8.628975 41.178042,-8.628399 41.176872,-8.627706 41.175504,-8.626932 41.173659,-8.626230 41.171832,-8.625843 41.170113,-8.625573 41.168943,-8.625519 41.168844,-8.625492 41.168700,-8.625357 41.168052,-8.625276 41.167620,-8.625240 41.167548,-8.625213 41.167431,-8.625015 41.166333,-8.624871 41.165127,-8.624844 41.164497,-8.624817 41.163678,-8.624763 41.163696,-8.624745 41.163705,-8.624799 41.163363,-8.624790 41.162562,-8.624736 41.161221,-8.624673 41.160969,-8.624646 41.160330,-8.624655 41.160276,-8.624664 41.160033,-8.624295 41.159034,-8.623170 41.158395,-8.622486 41.157648,-8.622612 41.157144,-8.622828 41.156784,-8.623035 41.156037,-8.623026 41.156001,-8.623035 41.156001,-8.622270 41.155875,-8.621091 41.155704,-8.620857 41.155560,-8.619201 41.155272,-8.617788 41.155002,-8.617554 41.154948,-8.617563 41.154966)
679;LINESTRING(-8.608518 41.154444,-8.608509 41.154417,-8.608527 41.154390,-8.608635 41.154399,-8.608698 41.154543,-8.608509 41.154363,-8.608527 41.154408,-8.609247 41.154948,-8.609157 41.156541,-8.608662 41.158494,-8.607969 41.160087,-8.606754 41.162958,-8.606358 41.164227,-8.606304 41.165298,-8.606412 41.167269,-8.606223 41.169231,-8.604810 41.171022,-8.604774 41.172912,-8.605674 41.173416,-8.604801 41.173668,-8.604360 41.173677,-8.603127 41.173722,-8.601561 41.173767,-8.601300 41.173785,-8.601048 41.173821,-8.601012 41.173830,-8.600490 41.174127,-8.600445 41.174190,-8.600265 41.174307,-8.600112 41.175414,-8.600049 41.176305,-8.600049 41.176314,-8.600049 41.176368,-8.599689 41.176998,-8.599563 41.177232,-8.599554 41.177232,-8.599554 41.177223,-8.599536 41.177250,-8.599122 41.178051,-8.598393 41.179599,-8.597592 41.181291,-8.596908 41.182677,-8.596935 41.183730,-8.597772 41.183748,-8.598330 41.183766,-8.598330 41.183775,-8.598339 41.183784,-8.598339 41.183793,-8.598339 41.183784,-8.598339 41.183775,-8.598330 41.183730,-8.598330 41.183703,-8.598339 41.183739,-8.598699 41.183748,-8.599023 41.183784,-8.599995 41.184225,-8.600877 41.184693,-8.601309 41.184423,-8.602749 41.184738,-8.603217 41.184837,-8.603388 41.184738,-8.603415 41.184747,-8.603406 41.184792,-8.603433 41.184783,-8.603406 41.184783,-8.603415 41.184765,-8.603424 41.184747,-8.603433 41.184738,-8.603406 41.184738,-8.603379 41.184738,-8.603397 41.184738,-8.603397 41.184756,-8.603379 41.184765,-8.603397 41.184765,-8.603415 41.184747,-8.603397 41.184738,-8.603415 41.184720,-8.603415 41.184738,-8.603406 41.184756,-8.603397 41.184774,-8.603388 41.184783,-8.603595 41.184855,-8.604306 41.185035,-8.604855 41.184297,-8.604864 41.184252,-8.604918 41.184162,-8.603505 41.183775,-8.601372 41.183334,-8.601039 41.183244,-8.599941 41.182956,-8.597889 41.182353,-8.597781 41.182326,-8.597772 41.182335,-8.596791 41.182065,-8.594703 41.181453,-8.592462 41.180490,-8.592273 41.179392,-8.592849 41.181156,-8.593731 41.184540,-8.594748 41.188473,-8.592498 41.191830,-8.590482 41.194827,-8.588502 41.196987,-8.587215 41.198985,-8.586342 41.198661,-8.590176 41.198139,-8.593839 41.196879,-8.598888 41.198310,-8.604531 41.199615,-8.610354 41.200902,-8.615952 41.202045,-8.620416 41.203845,-8.625069 41.205843,-8.630487 41.207310,-8.636256 41.206230,-8.641449 41.204718,-8.646669 41.203467,-8.650890 41.203872,-8.651493 41.207985,-8.653005 41.212404,-8.655489 41.216256,-8.658909 41.219847,-8.662419 41.223519,-8.665848 41.227065,-8.667990 41.230152,-8.666640 41.233347,-8.667765 41.236110,-8.668467 41.238459,-8.670105 41.239053,-8.670267 41.237613)
680;LINESTRING(-8.599869 41.167107,-8.600193 41.167125,-8.601561 41.167098,-8.602119 41.167008,-8.603316 41.167674,-8.603523 41.166765,-8.602803 41.165613,-8.604189 41.165487,-8.605710 41.165487,-8.605917 41.165460,-8.605917 41.165433,-8.606349 41.165514,-8.606457 41.167422,-8.605899 41.169681,-8.604171 41.171913,-8.606394 41.172876,-8.607744 41.173299,-8.609661 41.174163,-8.612685 41.174559,-8.616186 41.174118,-8.619759 41.173695,-8.623341 41.173335,-8.627256 41.172939,-8.631324 41.172165,-8.635671 41.171229,-8.639388 41.169285,-8.642619 41.166918,-8.646471 41.164938,-8.649432 41.162139,-8.647524 41.158611,-8.645391 41.155263,-8.643177 41.152032,-8.640864 41.149395,-8.640198 41.146587,-8.639613 41.143986,-8.641440 41.143338,-8.641098 41.145021,-8.638236 41.144886,-8.636103 41.142987,-8.634969 41.141151)
